,video_id,comments
1522,5Natd7JFq24,"['SORRY GUYS 1500 Nhi 15000 hai 😅😅😅', 'Bhai mere pass hey yeh...', 'Nice video', 'Bahut gatiya mask', 'You are the best', 'Bhai mana 5 bar booya kiya par muja nahai mila', 'Maji 200dimons dhadion bhai shave', 'Nahi khula bhai bandal', 'Thank you bhai', 'Konsi mood']"
1523,kibqqQiWpX4,"['Bhai aap aaj kal kahi se nai lage te ki aap helping gamer ho', '1831423232', ""HiBHAI diamond bhej Saket ho I'D GANYA101010"", '17984626939', 'Good', 'Gata khoo', 'Moji Aalok chaise miri Aaidi Riyajso1614w', 'https://youtu.be/ZypQVAxeBAg\nDekho jake mujhe lightning bundle 450 Diamond me kaise mila guys.', 'Penting kisi bhi color se kr sakte hai', 'Thankoy']"
1524,Rawe-_mWE4w,"['Mujhe aap alok da sakta ho bhi', 'Hlo bhi', ""Give me DJ aalok my ff I'd Pawanch0406t Mene tumhare sbhee video like karta hu"", 'Token Kaise college Karen', 'Good', 'Bhai muje femal ka badal molaga he', 'Nice bro', 'Muja mil gaya bhi', 'Dushra Bandel ka closure kaise dakha', 'Brush nahi mila']"
1525,hBVG5KnSJIA,"['Hi', 'Nod', 'ban an m', 'Place give me DJ alock', 'Vaibhav', 'DJ alok 50% discount kab aayega hai please ek video', 'मेने आपकोशेक्बकदीया मुजे डीजे अलोग देदो मेआपकादोतहु', 'Sumit', 'Bhai aap vidiovacha karate ho', 'Kab ayega']"
1526,ZXmsCLOtfKQ,"['https://youtu.be/ZOdwS_jfEpQ', 'Bhai server kaise change karte hain please batao', 'Bro mujhe Kuch daymand gift Kar do na bhai', 'Sk Ronny Boos', 'Ye_Bondal_katy_Hadlla_bhai_Mai_LeNa_chahata_hi_Lekin_//Mere__Pass_💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎💎 Nahi_har_bhai__', 'Achha_event_hai_bhai_mai_missiion_pura_karunga_hamko_Chahie_bro_', 'Male ka', '1829373569', 'Male', 'Khathi jahar bro😘😘💓💓💕💖💝💝']"
1527,t9L73xicaYE,"['200 dimon', ""please gift me Alok my I'd Lt sure A17557R"", 'Id_No_1530385188', 'HelpingGamer_Bhai_aap_video_hamko_achha_lagta_bahu_kuchh_sika_hu_freeFire_me_i_love_the_best_game__Our_Love_U_channel__Hard_video_like__kiya_hu_bro__koi_achha_chij_give_me_bro_please', 'Babu_Master_Bhai_Kayak_bon dal_Hai_bhai__Katy_Had_O/bhai_Sabh_Kya_Look_hai_Mai_Lena_chahta_hai_Kaise_Lu__Give_Kardo_bhai_hamko_Pleases_Channel_(Sunscribe)bahut_pale_kiya_har_vifeo_like_karta_bro', 'Obama ko Diamond de de yaar free fire ka naam Vishal Papa 1', '1829373569', ""Hii my I'd is 1706369738"", 'Bhai please mere ko itna hi gift kar do main id bhej raha hun apna RehanAn3707N', '139271019']"
1528,ajJYrXE1AOI,"['Thank you', 'Nai😥😥😪😪😓😓😔😔🤤😒😤😞😭😭😢😢😨😨😩😩😧😧😦😦😞😞😖😖🙁🙁☹️☹️😤😟😤😤', 'I can do this art brooooo', 'Hii bhai mene bina how to play check kiye hee colour kr diya ab kya kru plz help me', 'Bhai baki ki pictures par kese colour kre mere pass 10 brush hai ... Bt 2nd picture me kesa colour h ..samjh nhi aa raha...plz bro help me', 'Bhai asie hi sare pic ka color   karne ka video batao na', 'Bhai 2nd challenge kaisa complete kare', 'Bahi second painting ki photo kaha se dhekhe', 'Plzz bhai', 'Bhai color cheleng ka 2,3 banao na']"
1529,EWEX6A6rrPk,"['😂😂😂😂', 'Racing game I mujhe yah bandhan kabhi milega', 'मैं कितना पागल हूं कि मैं ये इवेंट इस साल आनेवाला है,ऐसा सोच रहा हूं।।।।😅🤣😅😅😂', 'Milega kaise', 'Bhai aaj 10 March male costume kese melege blue color wali dress', '1829373569', 'आपका नोटीफिकेशन नहीं आ रहा👆👆👍👍👍👍👆👆👆👆👆👍👍', 'Nilesh1144h', 'plz gift me (street boy bundle)id:1439650159', 'भाई तुम इतना  डायमंड कैसे लेते हो']"
1530,zuD0ASYOBnw,"['https://youtu.be/AWkpAqX9zoE', '2nd', 'second bundle', '2nd bundle 👍👍👍👍👍👍👍👍', 'Ldki wala to le liya mne', '2', 'Nice bro', 'Nice', 'Bhai drag headshot marna sikhao na', 'Second']"
1531,grQuOCKAH_w,"[""It's again back"", '1829373569', 'Hii bro you are God for me', 'Nice bro', 'Bhai mera v top up kar dona🙏😭', 'Pubg players comment and free fire lover like karoo🥰', '890483220 vai alok send me', 'Not bhai', ""Women's day token exchange kab krna hai?? Plz batao bhai 😥🙏🏻 mere ko to dikha hi nhi de raha exchange ka"", 'Helping gamer love']"
1532,3py_yLfpUnw,"['1829373569', 'Mera alok khol do piliz watssep namer do apna piliz', 'Mere wali vixeo dalo', 'Tum mere sath khele the', 'I am Shubham', 'Aur Abhis', 'Ok', 'Bhai aap itne video nikaalte ho kabhi aap thakte nahin Ho aapane kam se kam panch hazar rupaye kharch Kar Diya vah free fire', 'Bhai 8.0 mystery shop kab aaa ga', 'Hello bhai']"
1533,lGs2YZeQIfs,"['Bhai mughe emot de do', 'Hi', 'Kasa', 'BEKAR VIDIO HAI', 'I m not having Alok please give me', 'Agarr DJ alock kisi ka pass na ho tou kia kare', 'BHAI MERE PASS TOH ALOK HI NHI H😭😢', 'Naec bro', 'Thanks bro', 'Video bhahut achi lagi']"
1534,OV2sgXngaJs,"['Kon Kon helping gamer ko pasand kartahay wo muje like karo', 'Thanks', 'Thank you bhai', 'HEROIC CS RANK', 'Nice tip', 'Wah Bahut Badhiya aha ah ah aha 😂', 'Free fire audience: ab se rank push krne se pehle aadha ghanta sochne me lagana padega🤦\n\n😂😂🤣', '2295058990', 'Nice tips and trick', 'Bhai sijn 2 chaahiu']"
1535,Q8G4uzlV4J4,"['June mistry shop aye ga ha nahi please Bhai jLdi bat oo yaar mhuje paise BH I JMA Karna hoga kyouke Aap to domiond to dete nahi ho', 'India ka server me nehi aiga ka', 'Mesrty shop nhi  aayega na  bhai', 'Love you bro', '24/3/2020', 'Me app ko full support karu ga YouTube per me app k all video like kar ta hu bhai please dj alok gift karo bhai', 'Bhai please dj alok gift karo please bhai', '1829373569', 'Thanks', 'Kisi ko id sale krwani h']"
1536,fQMqCrUpBBs,"['3 milega', 'Mujhe chahie', 'Give ma video and add in free fire uid(1202198891)', 'Mein rafeal liya tha puri mujhe nhi mila aor diamond phaltu ke gyo', 'bro keya eiya permanent hei..??  plz tell me', 'MY Free fire ID Divyash1213A', '88%discount', '1607025894', 'Tumhara sala video like karte hain', 'Anokha gift Kar do mujhe bhai']"
1537,DiXvhCjhwG4,"['OP', 'I am big fan of you', 'hello brother', '123456', 'Sala mugha pata ha jab Mai free fire khale rahatha usake bade me ayatha', '55', 'Bhout accha lga', 'Osm', 'Nice bhai', 'Bhai mujhe alok character chahiye']"
1538,AIjKxuWNj9E,"['DjMadhu', 'Aap bhaut accha video banate hai', 'Op', 'Nice', 'aapne diamond kese liye', ""My ff I'd pawanch0406t give me DJ aalok"", 'Bhai mujhe dj Alok de do like comment karunga ID1664894215', 'Apna watssep namer do', 'Sabhi chisa pata he', 'Dono hi pata he']"
1539,LWDkC_USV44,"['Mast hair bhsi', 'Op', 'Nice', 'Bhaikigrooza my id', 'Bhai kalahari start nhi ho rha he  kuch to us pe  tipni do', 'Ff token wala bundle kyon nahin aaya update ke bad', 'New ff token bandal Kyon Nahin Aaya', 'Gjb bro', ""Bhai please merko DJ ALOK dedo bas yaar bhaut jaroorat padti ingame yaar .UID-1114613623\nKoi Banda peeche see maar raha h to all karke zone me ja sakate h most use .\nBhai Baki kuch nahi chaiye yaar isse Mera game play hi improve hoga baki bundle kucnh nahi chaiye yo sab bakwas h .\nMerko game play improve krna h so please ALOK send kr do I'd pe \nUID -1114613623"", 'Hello vai apni help free fire']"
1540,EHvmFRuesZo,"['KingsTo5717E', 'Op', 'Nice', 'Sl ᭄THAKØRᴮᵒᵒˢ', '꧁☆ ID:1595469785☆꧂', 'DJ alok chaiya to bhai ka chhanel subscribe kara comment kara', 'Please bhai Mujhe Diamond de doDJ Mera Bhai Tu Main Tera like subscribe kar dunga mera gift Mein Apna Naam likh Dena usmein gift de do', 'Do me too uo 851716396', 'Takle ka', ""Bhai ye hai Mera ff I'd 1708308487""]"
1541,-VHfA7Ke4H0,"['घंटा मिला अभी तक', 'Bhai tu kuch confirm bataya kr', 'Are bhai ye white hair wala bundal kabh aayega', ', Nahi Aaya bekar bol diya', 'Bay I want dj alok', 'Helo', 'Kya Bhai Ff token me nhi diya ye bundle', 'Kya Bhai Ff token me nhi diya ye bundle', 'Kya Bhai Ff token me nhi diya ye bundle', 'Kya Bhai Ff token me nhi diya ye bundle']"
1542,b8Ul8SqD9vU,"['My Chanel subscribe', 'Dhoor banaa rahe ho', 'Mujha female Wala bundle acha laga', 'Bro please send me request', 'Diamond Enge kya bhai', '437314094 request bhejo', 'Muje friend banao plz', 'Nic Video Mara bhi', 'Avibi super market nahi aya', 'Bro new magic cube bundles vedio karo plzzz..........:-(']"
1543,i6IejN5JNpo,"['डायमंड गिफ्ट कर दे', 'Ye pili paint AP phen Lena please 😂😂😂😂', 'Gift do id-854491740', 'Hii', 'Purani id kese khole batao', 'Dj alok chahiye bro', 'Love u  form nepal', 'Please send me the Alok in this ID 1246706273 please please 🙏 🙏', 'Nies broo thanks for video 😍😍s', '903569931']"
1544,22WGP_k7n_I,"['Helping gemar', 'Bhai', 'Bro es number par call karo 9523248893 par plese bro', 'I. GOT. THIS. GUN', 'Nice video', 'Bhout!aachya', 'This bai', 'रयल', 'स्टैफी गोल्ड में कब आएगा', 'Mujhe Diamond dijiye']"
1545,JC2FkrX_AkY,"['Bhahi part two banaoo please', '😂😂😂or ka matlab yaa hota hain bro😆😆😆', 'abe chutiya English me or ka mtlb ya hi hota hain dono me se koi ek khel sakta hain', 'Are bhai\nOr ka matlab hi Ya hai\nEnglish me Or and hindi me Ya', 'Bhai mene kalahari Boot camp Part 1 ka mission sab pura kiya but mujhy 17 yellow stone mila aur 3 khaha geya bhai???? Plz rply bro', 'Sirf 17 milra hai baki 3 or chahiye woh kaise milega bhai', 'I have complete mission', 'are #budbak or matlab ya hota h', 'Bhai Mai missn compiled Kar liy ho yr lekin haha tu17 bas hai yr😓😓', 'Bro gun 20 stone me mil rahi hai but game me to 17 stone diye hai 😥😥😥😥😥😥']"
1546,qkOezG1uE1g,"['Hello bhai', 'Fantastic', 'Nice bundle bro', 'Aare bhai diamond nehi heto kiakore aachanehi lega', 'Bhai supermarket aaigi ki nhi bhai please batao', 'give me DJ alok bhai plzzzzzzzzzzzzzzz', 'Nice bundle', '😎😁😁😁😁😁🤗🤗🥰🥰😗', 'How to take wukong with gold', 'ms.dhon5707B']"
1547,ltMNrRF0Z0Q,"['lj', 'Aapka sating kasha hi', 'Nice', 'Friend bna love you', 'Bhai ye to nhi aaya hai abhi ye kab aayega mujhe bta do plz', 'I dont have this one 😭😭😭 im at the europe region', 'Love you pagle bay', 'Mari shate gems kilona', '7984059133', 'Hit']"
1548,761Nj0qcNCM,"['😃🥰', 'Bhai hamare Head shot nahin lagta hai yaar aap bata do yaar mere ko maloom hai tumhara subscribe', 'Fast glue wall ka video', 'Pro one tap video and pro banane ka video', 'Kaise problem Kaise Bani', 'Thanks bro', 'Thank you bhai 😘😘😘', 'Op bhai 😘😘😘', 'Hanchahiye', 'Bhai mujhe Hip Hop bundle de do']"
1549,WY3j6-TF450,"['DjMadhu', 'Earring game please mere ko bundle gift karna Raftar Wala free fire mein main tumko Bula Lunga mera naam Gaurav hai', 'Helping a main bahut Garib hun mere ko Diamond gift kar do na', '1664894215', 'Kese laya itne', 'Thanks bro new updates dete rahna', 'Taagar gohil  \nPlease bhai ye hamara is he is me diamond  bhejiye', 'Bhai dimonds 100', 'Kuch dedo Bhai', 'Yea diamond royal ko mai kye bolu']"
1550,spzqsUEoOWE,"['Yea HACKER STORE bauth aacha hai', 'Tumhara friend Banna ka', 'Send me DIAMOND 599 for DJ ALOK  MY ID sujal9433v', 'Please bhai mujhe ek baar send kardo alok please please please mera id n.1456336352', 'bhaiyon plz mere channel ko v support kardo name DangerousLuckyGamer', 'nic', 'So it cost 1000+ diamond', 'Bahi tu ittne diamond knha se lata hai koi trick h hm log ko Bhi bta please', 'Nice Bro 9 diamond Grand price successful', 'Muje phele spin me Fox milgaya']"
1551,gWUU1r5bSa8,"['Hi my id is Ankit12254', 'Ok', ""1199718238\nMere I'd me 300 diamond bhi da do na"", 'Maa tom hara subscribers ho', 'Mare pass dimound nahi ha yarr Daimond yaa elite pass dadogi plz plz 😭😭😭😭😭', 'Tnx bhi', 'Please bro request', ""Ye Meri I'd hai bro"", '1060974154', 'Bhai me aapke har video like karta hu share karta hu']"
1552,4nf8EeEkzHI,"['Hi Mera ko male Ka Pura bundle Mel gaya', 'Hi', 'Bakar', 'Sarfraj bhai mere ko kuch nahi mil raha hai duo friend ke sath khelte hai tab bhi nahi mil raha hai', 'Sach mein bhai mast hai', 'Osamm', 'Update kab a raha hai bhai', 'My iD jayesh00350y', 'Bhai Mujhe 1000 DMANDIR Main Tujhe Sab like karunga', 'Duo mach Kaise lagaen']"
1553,5U0PgBRbO6k,"['🥰😍', 'Bhai pese kikmi aa gyi kya jo itni jldi video dal rhe ho', 'I love old ff 💝💝', 'https://youtube.com/shorts/_c08Sm581II?feature=share', 'Legend are watching after 2 years 🤣🤣', 'Nice bhai', 'https://www.youtube.com/@handlr590', 'Helo', 'https://youtube.com/channel/UCrHoapQAXGzOIeUTMFaBhBQ', 'Kon kon ye video 2022 me dekh raha hy']"
1554,S_uFmTF5YGI,"['.no', 'Nice', 'Flip the card and get reward 😯😯😯😯😯', 'why do u spend to many diamonds please sent me only 600 diamonds my name is 19Rijan in free fire', 'Plz', 'Bhai plz invite karlo plz mera ff id =ultron1838h', 'Give me diamond', '997492814   add my account', 'Hii', 'bhai meri id hack ho gya hai help me']"
1555,oqaKL3I_dL0,"['my name', 'op', 'Sorry galti ID Dil le Gaya', 'Djalok DJ Alok please dijiye na Sonu Raj 4732 free fire mein', '🙏🙏🙏🙏', 'Bhai good', 'Khana kaha leya', 'Hi Bhai please shout gun ki skin Nikal ke do Bhai me aap Ka fen Gautam chavda', 'ભાઇ કોન કોન પ્યાર કરતા હે? એક\n👍👍👍', 'Hi']"
1556,9DsVACzXQKA,"['Nhi khul raha', 'Kya permanent melega bro', 'Thanks boss', 'Mujhe emote Mel gaya', 'Bhai maine bhi glti kr di', 'add my guild [ 10001333381 ]', 'Mere saath AJJUBhai Ka Game play 👇👇👇👇👇👇👇👇👇https://youtu.be/DaqlZdrDWV0', 'Please Bhai dj Alok dedo Facebook number 6204174825 and password jjjitendraa', 'My ID910855372', 'Hi dada']"
1557,oCKL6KAf3Jk,"['Hi bhai', 'Pink diamond  lane ko bolo na bhai   please', 'Bhai indian server me aayega', 'Helping gamer crono criketar gift kar do🙏🙏🙏', 'Bhai aap hi sahi video banate hai bahot se fake banate hai thank you bhai', 'Bro apki tabiyat khrab lag rahi apna Dhyan rakha karo', 'My ID is u20256571', 'Bhai aisa event nahi aayga ki usme alok mile', 'Hii', ""Bhai mujhe alok caracteor de do na plz plz 🙏🙏🙏 is I'd pe468004578 me gorib admi hu top up nehi kr sakta hu bhai plz plz plz plz plz plz plz plz 🙏 🙏 🙏""]"
1558,FoFTuhenT4Y,"['159 price me membarship liya hai or 100 dimond mila hai par 50dimond clem nhi aaya bhaii please riply', 'Bhai mere pass to ak bhi daimand nhi hai plz koi trick btao', 'Mast', 'Bhai new event kya he batao', 'Free fire ID', 'Bhai RS account me aaega', 'Bhai agr 520 ka top-up karege toh uper wala 320 aur usee up wala 100 wala top-up toh open ho jayega Na bolye', 'Bhai mera dil dakh Dakh ho Raha tha ke milega ya nahi Osm mil Gaya Nice', 'Yar yi app to siraf India kyliyi ha ma Pakistani ho', 'Bhai duo karke video banau na request nahi aayga']"
1559,FsfoZTilsYo,"['Baler game', 'Plzzz give diamond wow1917D', 'Ghatiya laga', 'Samagh nahi aaya cai', 'Male', 'Bhai bundle super lega', '5 log kese feet', 'Thanks brother all thing is best', 'Nice', 'Mail']"
1560,qnG5la00XUo,"['Bhai mujhe dj aalok gift', 'Bhai DJ alok free mein kaise Le sakte hain Koi app batao', 'Nice', 'Fktei', 'Factory', 'Bhai animated video free fire ka kaisa banta hai', 'Kon se date ma update aha ga', 'Bhai Mujhe Alok dega', 'Wow', 'Good']"
1561,3m1W17hWksA,"['563349914', 'Helping gamer please DJ Alok gift kar do please 756065158', 'Please DJ Alok gift kar do please lD 756065158', 'Mujhe sirf 10 diamond me mila ye bundle', 'Mera srirf 1 bundle nikal do', 'Bhai isme se 1 bundle nikal do na plzzz bhaiya plz', 'Ye bundle mujhe sirf 40 diamond me mila', 'Tina bundle Mujhe Achcha Laga Mera ko sirf barafwala bandal Khula', 'Please bhai main aapke sath chalana chahta hun main ID bhej raha hun', 'First wala Mujhe mil Gaya']"
1562,hfzVoSKq5Zk,"['Plzzz wapis dila do', 'Aur us youtuber ka mobile number bhi hai', 'Kya nhi kru', 'Mera dimaag kaam nhi kar rha hai kya kru', 'Sarfraz bhai', 'Pp5 gaming name se uska youtub channel hai', 'Hello sarfraz bhai  mera id ek you tuber ne hack kar liya hai', 'First time seeing your Game Paly 👍❤️', ""Mene tumhare sbhee video like karta hu mujhe pet chahiye my ff I'd pawanch0406t"", 'Only on p19 headshot challenge']"
1563,QzNvWYD5Xiw,"['I support u sarfaraj bhai plss support my channel_AVD Gamers👃👃👃', 'Ek dj alok gif kr do na me bhai apko like krta hu', 'Which server u r  playing in which server that event is there', 'Dhruvin1911k', 'Muje dimond do', 'Voice so cute', 'Mast video', 'Kab ae ga bhai', 'good', 'Reaply तो दे दो bhai हाँ या नहीं मे बताओ']"
1564,KCzKfd5vEE4,"['https://sharetowin.ff.garena.com/?code=68bb11712f804c3e8b94c79fccc0474b8e19', 'Ky hu nahi aya', 'Id for free fire', '($$prokiller', 'Hii', 'Bhai mujhe advanced serverki link de do main bhi video banana chahta hooo please de do main aapka subscriber hun please', 'Plese batao', 'Kab aaye ga', 'Nice', 'Nice bro']"
1565,LfjfDZHZPbA,"['Help g.. please 500 diamond chahie please bhai ID 756065158', 'Wow', ""Bhai please mere I'd me alok kharid do Mera I'd 919277504 Hai Mera nabar 9117978034 Hai main aapka video roj dekhta hun aur comment bhi karta hun bhai please khareed Dena Bhai please Bhai kharid do"", 'Bhai koy daymod de sakata kiya. Bhai udhar', 'I love Mp40', 'Lol🤣🤣😍', 'Mp40', 'MP40', 'Me bhi mp40 use karta hu', 'Please bro give me 500diamonds or DJ alok']"
1566,HuT_9ak1ZZs,"['Why', 'I have 25 microphone', 'Hi bro I did not get microphone', 'Aage ka', 'Bhai app live streem nahi kapp karo ge 😭😭😭😭😭', 'Thoda jaldi batana', 'Bhai ye milega kaise', 'Jo voting karte ho kapde Kaise Milenge', 'Sarfaj Bhai', 'Mera network Road bata raha hai']"
1567,W4HYDZeHNSo,"['Itna diamonds kaise mila apko bhai', 'Bhai free diamonds ke upar ek video banav please', 'Hi', 'Nahin mil raha', 'Njii', 'Hii', 'Axelljun', 'Bro kaise ho', 'Hii', 'Call. 9904257310']"
1568,1Zzd5HHL61M,"['Bhai muje 499 diamond gift karo plz me DJ Alok lena chatha hoo', 'Mp40', 'Bhai konsa server he', 'DJ Alok free mein Doge Garena free fire Ronak 570 ID', 'Mp40', 'Please bhai moje 500 diamonds dedo dj alok khared neke liya mera uid 860695535 please  please bhai.', 'Mp40 ka school Naina theek hai', 'Plzz ek bendal dedo yaar🙄', 'Hame 10000 diamond dona', 'Sahi he']"
1569,J4DYXKs3ub0,"['Nice', 'Sameerl1949E top ap karen', 'Bhai ek bundle de do', 'Kitne tarik ko bro', 'Bhai ke liye like karo 👍👍', 'Bhejo gift', 'Please i want 1000 diamond', 'Mai', 'Bhai', 'Give me']"
1570,HJa2_eE_5g0,"['BREK DANSH BANDEL NHI AAYA INDIA ME', 'Nehi milerha odiyo tep', 'Ok', 'Kasa', 'Nice video bhai', 'Fake bai redio nai milra bai', 'poochh mere item bhej do Bhai mera wala ID hi bheja hun', 'Hiii', 'Nai mila', 'Beaker']"
1571,PN7OS6ypf04,"['Pleased  give me dj  alok  mera uid 1727997714', 'Bhai aaj 1st January yaar mujhe audio tap abhi bhi nahin mila \nAb bata me kya karu', 'Bhai aj 1 jan. Hai or mujhe abhi  audio tap', 'ID1481966865😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂', 'Hello bhaiya Mato ko karne Nahin Jaanta Mera Toko kar do na bhaiya Mera ID1481966865 please Priya mutton ko karna Nahin Jaanta bhaiya please Bhaiya Mera to kar do na Autocop karna Nahin Jaanta bhaiya dhanyvad bhaiya thank you', 'Hi bor can you give me diamonds please talk me', 'Hi', ""My free fire I'd arya11c84P"", 'Nice bro 102015165🤩😍😍😍😍🥰🙋\u200d♂️🙋\u200d♂️🙋\u200d♂️🙋\u200d♂️🙋\u200d♂️🙋\u200d♂️', 'Suraj shinde']"
1572,auvWehEc8dU,"['Nice', 'Bhai 100 diamond da do🙏🙏🙏🙏🙏😭😭😭😭😭😭😭😭😭😭', 'Melega', 'Alok guwavy karo', 'Bhai mara top up mar da bhai 1030437237', 'Bhai mara top up mar da bhai 1030437237', 'Gooooooooooo', 'Bhai ji aapka sabse bda fan love you', 'Aapke pass itna diomond hai to aap ek subscriber ko gift nhi kr sakte hai n', 'Bhaiya mujhe 1000 hi diomond gift kr do please\nId-jshdddhhsh']"
1573,qDO5HzKWqbc,"['Id 1522506357 DJ alok', 'Bhai mene aapka aapka hi chenal sabs kirab kar rakha hai', 'Muje ad arahahe', 'होलो  भय  हम जब फीफायर  खेलते  तब  हमको  गेमशे बहा बार  नीकालाजाता  हे आप  गरी नाको रीपोट भेजदो  हम जब  गेम  खेलते  तोहमको  बहा भेज देते', 'ooo', 'is ne tumhe tik tok par follow karo and apko  gift dunga bola tha ap log ishe unsubscribe kar do', 'Ap kaise garena se bat karte ho', 'You free fire ki meri id hai main bhej raha hun1178207805', 'Bhai Tu To Mere ko Kuchh chij gift nahin karta', 'Sir aap ki uid kya hai free fire me']"
1574,axUNGYRAxwc,"['OP', 'Diskont', '90 pasnta', 'Hi I will get 90% can you give me diamonds', '90%mila', '60', '90%', 'Mujhe 80℅', 'Bhai 💎💎 nahi h 80% u', 'Mere ko to 90 percent ka discount mila tha']"
1575,AHL7T19RX4k,"['Bhaia give me pink hair style pls', 'Very nice I love you bro', '🙏🙏🙏', 'Giveaway karona😭😭😭', 'Wow', 'Ok 👍👍 👍👍', 'Bhai video dekhne ka options nhaihe', 'You are great bro', 'Any one plz send me gift plz request to all brothers 🙏🙏🙏🙏', ""U I'd 860635933""]"
1576,yza7-dLuT80,"['s.s.b1514E', 'Bhai balloon wala token gayab ho gaya vah Nahin Mil Raha Hai Is per koi video banao batao', 'Nicely', 'Bhai health Ka bara ma ek video bnAo Jo gol gol colour Ka health badta h wo kasa la plzzzz🙏', 'Confirm your identity', '1154490002 hii bro', 'Nice bro', 'Bhai many Brazil server may login Kiya kha new dragon royal any wala hai', 'Helping gamer bhi mera 🆔 hai amirtua0847q  Mujhe 699 diamond 💎  2 yaar me tumahara fehla subscriber hui', 'Hi']"
1577,ZXFaPnpLiyo,"['Ok', 'Give a kab karoge', 'Bahi mera esme teen chij Mila or ak chij nahi hoo rha he what problem bahi help 😳😳🤔🤔🤔💯', 'Salman. Raj', 'Gune bandal', 'Gun scane', 'Deepak', 'Hiii', 'Gloo wall kha h...kuch bi...', 'send me a gift please']"
1578,JVE-BT_QSF8,"['Ratan', 'Please Bhai koi bundul gift karo Bhai please please please', 'bronk', 'Mast video 👌🔥🔥🔥', 'Solid 👈🔥🔥', 'Marar cot', 'There is no emote in the event', 'Nice 😍', 'हॅलो भाई कैसे हो', 'Mene mere friend ko apko Subscribe karneko bola he']"
1579,2c_MpmFVyIc,"['Diamond 1000 Rahulror134', 'Hiiiiiiiii', '💎💎600😭🙏😭🙏🆔️🆔️AjaySol4450M', 'Good', 'Meri kiskat to kharap thi\nmaine 147000 coin chalageya lekin serf 5 bundle mila', 'free fire diamonds  my ID1716729859', 'WOW NYC', 'Second bandal bahut aacha hai mujhe do bandal Mila hai second and six Wala app ke pass toh bahut hai bhai', 'Bhai mujhe ek 10 ke spin 3 bundle Nikal gaye', 'bhai de do free mein diamond.skintaju']"
1580,EklXKtx8hpA,"['How', 'Lucky400', 'Bhai mujha 100 diamonds Ki please send kardo', 'Bhai mujh daemnd gilt karo', 'How to free fire grafix change into HD', 'Hi bhaiya helping gamer i need your help bhaiya', 'Link da bahi', 'Ok🇧🇩 love', 'Very nice', ""My I'd is 1253443978""]"
1581,xV6xqFz4xMc,"['भाई मुझे डायमंड गिफ्ट करो मुझे आलोक खुला है', 'Osm', 'My 🆔 saiful3727q', 'Can anyone give me some something gift in free fire please I am requesting you🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻 my ID.    Lucky75317C', 'Diamond hai nhi', 'Mere ko night panther', 'Good', 'Hi', 'Main app Kanta hi bro', 'Nice video']"
1582,XJiR7a2Kvds,"['Bhai  kab aayega date batao', '❤❤❤💎💎💎', 'Aap ka name kya ha', 'Love form up 50 🇮🇳🇮🇳', 'Bhai kele like', 'Bhai mera khul gya', 'Bhai Mera special airdrop nhi aa Raha hai ek video banao n', 'Bhai Mera special airdrop nhi aa Raha hai ek video banao n', 'Bhai Mera special airdrop nhi aa Raha hai ek video banao n', 'Bhai Mera special airdrop nhi aa Raha hai ek video banao n']"
1583,347_7wRI2eE,"['No', 'Aana chaiya vai', 'Kaththi Jahar Wali Baat', 'Ududdujddjfjrjeue', 'Only one spin', 'Sks ki nhi vss ki', 'Nice video bhai ji aapka Har video mujhe accha lagta he', 'How to free dimo', 'Haa bro', 'I have m60 legendary']"
1584,sA-NZ67ibZM,"[""My ff I'd Pawanch0406t give me DJ alok"", 'Bhai new moco store kab aayega', 'Bhai please send me weapon bundle my ID B.singh0001', 'Mera bhai 😍💞', 'Bhai givve kar do deomand nahi hai', 'Nice bro', 'Bhai Damiand dedo please Bhai ID 1661706892', 'Bhai mujhe bhi diamonds de do', '💍💍💍💍💍💍', 'Bhai mere paas diamond nahin na please gift']"
1585,vtKYKOAsbR8,"['Op', 'Blue h mere pass', 'Sir please make dress up off green bundle', '1st wala', 'Red', 'Red', 'Incubator bhouchar 😂', 'Last', 'Blue', 'Abhilash Nayak']"
1586,7l-v7LXdXg4,"['Ha bilkul ana chahiye', 'https://youtu.be/C6ikdEcVyls Free diamand original video and bhai ko subscribe krlo', 'Ana chahiye', 'Bhai mera ma fire badge token nahi aaya abhi tak\n??????????', 'Milega', 'Bro give me daimond   a', 'Nice pro', 'You got 3 gun skin p.', 'Ana chahiye', 'Haaaa bhai']"
1587,FTdwssC3AJQ,"['भाई डीजे आलोक दे दे प्लीज भाई', 'J', 'Nahi mila', 'Nice', 'Bhai tu na bohot aga jaiga a mara lakhka darahahu 🤗🤗', 'Hii', 'Please send me alok', 'bhai ek baat kahun Bura Mat Manna  aap log like aur subscribe to Karva lete ho lekin Diamond Nahin dete hamai', 'Bhai muja pataha green egg ka bara ma', 'Please sent me diomedes']"
1588,tXO8uKdiZKs,"['😢😢😢😢😢', 'Green wala bhai', 'Super', 'Pagal hai', 'Ha', 'You are mad', 'Ha', 'Na', 'Nice', 'No']"
